PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
USA,f,1960-1969,0,0.02118,0.02079,0.11,100000,2079,98154,7386321,73.86
USA,f,1960-1969,1,0.00145,0.00145,0.5,97921,142,97850,7288166,74.43
USA,f,1960-1969,2,0.00087,0.00087,0.5,97779,85,97736,7190317,73.54
USA,f,1960-1969,3,0.00066,0.00066,0.5,97694,64,97662,7092580,72.60
USA,f,1960-1969,4,0.00055,0.00055,0.5,97630,53,97603,6994918,71.65
USA,f,1960-1969,5,0.00048,0.00048,0.5,97576,47,97553,6897315,70.69
USA,f,1960-1969,6,0.00041,0.00041,0.5,97529,40,97509,6799763,69.72
USA,f,1960-1969,7,0.00037,0.00037,0.5,97489,36,97472,6702254,68.75
USA,f,1960-1969,8,0.00033,0.00033,0.5,97454,32,97438,6604782,67.77
USA,f,1960-1969,9,0.00029,0.00029,0.5,97422,29,97408,6507344,66.80
USA,f,1960-1969,10,0.00028,0.00028,0.5,97393,27,97380,6409937,65.82
USA,f,1960-1969,11,0.00029,0.00029,0.5,97366,28,97352,6312557,64.83
USA,f,1960-1969,12,0.00030,0.00030,0.5,97338,29,97324,6215205,63.85
USA,f,1960-1969,13,0.00032,0.00032,0.5,97309,31,97294,6117881,62.87
USA,f,1960-1969,14,0.00036,0.00036,0.5,97278,35,97261,6020587,61.89
USA,f,1960-1969,15,0.00043,0.00043,0.5,97244,42,97223,5923326,60.91
USA,f,1960-1969,16,0.00050,0.00050,0.5,97202,49,97178,5826103,59.94
USA,f,1960-1969,17,0.00057,0.00057,0.5,97153,56,97125,5728926,58.97
USA,f,1960-1969,18,0.00064,0.00064,0.5,97097,63,97066,5631801,58.00
USA,f,1960-1969,19,0.00067,0.00067,0.5,97035,65,97002,5534735,57.04
USA,f,1960-1969,20,0.00067,0.00067,0.5,96969,65,96937,5437732,56.08
USA,f,1960-1969,21,0.00071,0.00071,0.5,96904,69,96870,5340796,55.11
USA,f,1960-1969,22,0.00072,0.00072,0.5,96835,69,96800,5243926,54.15
USA,f,1960-1969,23,0.00072,0.00072,0.5,96766,70,96731,5147126,53.19
USA,f,1960-1969,24,0.00076,0.00076,0.5,96696,74,96659,5050395,52.23
USA,f,1960-1969,25,0.00081,0.00081,0.5,96622,78,96583,4953736,51.27
USA,f,1960-1969,26,0.00081,0.00081,0.5,96544,78,96505,4857153,50.31
USA,f,1960-1969,27,0.00086,0.00086,0.5,96466,83,96424,4760648,49.35
USA,f,1960-1969,28,0.00092,0.00091,0.5,96383,88,96339,4664224,48.39
USA,f,1960-1969,29,0.00097,0.00097,0.5,96295,93,96248,4567885,47.44
USA,f,1960-1969,30,0.00105,0.00105,0.5,96202,101,96151,4471636,46.48
USA,f,1960-1969,31,0.00112,0.00111,0.5,96100,107,96047,4375485,45.53
USA,f,1960-1969,32,0.00123,0.00123,0.5,95993,118,95934,4279438,44.58
USA,f,1960-1969,33,0.00130,0.00130,0.5,95875,125,95813,4183504,43.63
USA,f,1960-1969,34,0.00144,0.00144,0.5,95750,138,95681,4087692,42.69
USA,f,1960-1969,35,0.00156,0.00156,0.5,95613,149,95538,3992010,41.75
USA,f,1960-1969,36,0.00166,0.00166,0.5,95463,158,95384,3896472,40.82
USA,f,1960-1969,37,0.00181,0.00180,0.5,95305,172,95219,3801088,39.88
USA,f,1960-1969,38,0.00199,0.00199,0.5,95133,189,95038,3705869,38.95
USA,f,1960-1969,39,0.00217,0.00217,0.5,94944,206,94841,3610831,38.03
USA,f,1960-1969,40,0.00235,0.00235,0.5,94738,223,94626,3515990,37.11
USA,f,1960-1969,41,0.00249,0.00248,0.5,94515,235,94398,3421363,36.20
USA,f,1960-1969,42,0.00283,0.00282,0.5,94280,266,94147,3326965,35.29
USA,f,1960-1969,43,0.00306,0.00305,0.5,94014,287,93871,3232818,34.39
USA,f,1960-1969,44,0.00323,0.00323,0.5,93727,302,93576,3138948,33.49
USA,f,1960-1969,45,0.00356,0.00356,0.5,93425,332,93259,3045371,32.60
USA,f,1960-1969,46,0.00381,0.00381,0.5,93093,354,92915,2952113,31.71
USA,f,1960-1969,47,0.00423,0.00422,0.5,92738,392,92542,2859197,30.83
USA,f,1960-1969,48,0.00456,0.00455,0.5,92347,420,92137,2766655,29.96
USA,f,1960-1969,49,0.00493,0.00492,0.5,91927,452,91700,2674519,29.09
USA,f,1960-1969,50,0.00545,0.00544,0.5,91474,497,91226,2582818,28.24
USA,f,1960-1969,51,0.00572,0.00570,0.5,90977,519,90717,2491592,27.39
USA,f,1960-1969,52,0.00638,0.00636,0.5,90458,575,90170,2400875,26.54
USA,f,1960-1969,53,0.00677,0.00674,0.5,89883,606,89580,2310705,25.71
USA,f,1960-1969,54,0.00732,0.00729,0.5,89277,651,88951,2221125,24.88
USA,f,1960-1969,55,0.00777,0.00774,0.5,88626,686,88282,2132174,24.06
USA,f,1960-1969,56,0.00842,0.00838,0.5,87939,737,87571,2043891,23.24
USA,f,1960-1969,57,0.00910,0.00906,0.5,87202,790,86807,1956321,22.43
USA,f,1960-1969,58,0.00994,0.00989,0.5,86412,855,85985,1869513,21.63
USA,f,1960-1969,59,0.01065,0.01059,0.5,85558,906,85105,1783528,20.85
USA,f,1960-1969,60,0.01179,0.01172,0.5,84652,992,84155,1698424,20.06
USA,f,1960-1969,61,0.01229,0.01222,0.5,83659,1022,83148,1614268,19.30
USA,f,1960-1969,62,0.01427,0.01417,0.5,82637,1171,82051,1531120,18.53
USA,f,1960-1969,63,0.01501,0.01490,0.5,81466,1214,80859,1449069,17.79
USA,f,1960-1969,64,0.01620,0.01607,0.5,80252,1289,79607,1368210,17.05
USA,f,1960-1969,65,0.01866,0.01849,0.5,78963,1460,78233,1288603,16.32
USA,f,1960-1969,66,0.01936,0.01917,0.5,77503,1486,76760,1210370,15.62
USA,f,1960-1969,67,0.02183,0.02159,0.5,76017,1641,75196,1133610,14.91
USA,f,1960-1969,68,0.02382,0.02354,0.5,74376,1751,73500,1058414,14.23
USA,f,1960-1969,69,0.02555,0.02522,0.5,72625,1832,71709,984914,13.56
USA,f,1960-1969,70,0.02922,0.02880,0.5,70793,2039,69773,913205,12.90
USA,f,1960-1969,71,0.03018,0.02973,0.5,68754,2044,67732,843432,12.27
USA,f,1960-1969,72,0.03571,0.03508,0.5,66710,2340,65539,775700,11.63
USA,f,1960-1969,73,0.03849,0.03776,0.5,64369,2431,63154,710161,11.03
USA,f,1960-1969,74,0.04258,0.04170,0.5,61939,2583,60647,647007,10.45
