Sweden, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 14/04/2023
Year    Age        Exposure
1922     35        41740.46
1922     36        40906.56
1922     37        39578.49
1922     38        38690.13
1922     39        36836.08
1922     40        36577.85
1922     41        35310.77
1922     42        36292.01
1922     43        35253.14
1922     44        34679.24
1922     45        33796.93
1922     46        32613.65
1922     47        31760.64
1922     48        30729.40
1922     49        29517.46
1922     50        29222.79
1922     51        28263.14
1922     52        26996.04
1922     53        24771.01
1922     54        25367.00
1922     55        27265.25
1923     12        56826.34
1923     13        58183.60
1923     14        58405.76
1923     15        57681.23
1923     16        56693.29
1923     17        55870.03
1923     18        54698.61
1923     19        53746.69
1923     20        53409.58
1923     21        53243.99
1923     22        52270.77
1923     23        50810.09
1923     24        49368.34
1923     25        49044.20
1923     26        47948.42
1923     27        47394.44
1923     28        46805.32
1923     29        45367.70
1923     30        44152.19
1923     31        43773.27
1923     32        43855.23
1923     33        42052.60
1923     34        41882.82
1923     35        42362.91
1923     36        41498.33
1923     37        40652.46
1923     38        39359.55
1923     39        38476.79
1923     40        36624.74
1923     41        36354.56
1923     42        35084.53
1923     43        36058.28
1923     44        35009.91
1923     45        34450.91
1923     46        33564.14
1923     47        32376.81
1923     48        31520.99
1923     49        30472.90
1923     50        29259.97
1923     51        28970.51
1923     52        28037.99
1923     53        26740.72
1923     54        24521.14
1923     55        25082.33
1924     12        57222.77
1924     13        56701.25
1924     14        58027.91
1924     15        58225.05
1924     16        57409.73
1924     17        56353.89
1924     18        55474.91
1924     19        54321.77
1924     20        53316.15
1924     21        52990.18
1924     22        52839.05
1924     23        51798.31
1924     24        50418.71
1924     25        48974.65
1924     26        48658.09
1924     27        47582.62
1924     28        47040.10
1924     29        46517.30
1924     30        45054.98
1924     31        43889.09
1924     32        43504.80
1924     33        43583.82
1924     34        41820.88
1924     35        41665.46
1924     36        42138.96
1924     37        41262.54
1924     38        40418.66
1924     39        39158.68
1924     40        38237.34
1924     41        36410.51
1924     42        36139.10
1924     43        34860.30
1924     44        35834.78
1924     45        34784.15
1924     46        34224.68
1924     47        33351.55
1924     48        32151.52
1924     49        31284.65
1924     50        30218.28
1924     51        29021.81
1924     52        28737.11
1924     53        27800.33
1924     54        26501.49
1924     55        24256.60
1925     12        56515.12
1925     13        57080.26
1925     14        56546.35
1925     15        57851.43
1925     16        57969.43
1925     17        57095.96
1925     18        56012.26
1925     19        55124.28
1925     20        53934.07
1925     21        52916.56
1925     22        52596.58
1925     23        52408.82
1925     24        51405.70
1925     25        50019.62
1925     26        48614.63
1925     27        48281.29
1925     28        47246.05
1925     29        46738.07
1925     30        46206.69
1925     31        44770.40
1925     32        43600.60
1925     33        43192.16
1925     34        43328.15
1925     35        41560.39
1925     36        41435.49
1925     37        41888.22
1925     38        41008.63
1925     39        40188.00
1925     40        38900.99
1925     41        37993.84
1925     42        36173.74
1925     43        35909.73
1925     44        34646.78
1925     45        35599.67
1925     46        34541.28
1925     47        33997.97
1925     48        33115.02
1925     49        31907.64
1925     50        31023.02
1925     51        29965.15
1925     52        28760.93
1925     53        28476.51
1925     54        27530.74
1925     55        26210.92
1926     12        55574.62
1926     13        56416.84
1926     14        56961.81
1926     15        56393.42
1926     16        57628.32
1926     17        57649.79
1926     18        56721.06
1926     19        55590.71
1926     20        54667.47
1926     21        53482.73
1926     22        52467.67
1926     23        52160.68
1926     24        51946.32
1926     25        50971.35
1926     26        49637.86
1926     27        48216.48
1926     28        47902.21
1926     29        46912.66
1926     30        46417.63
1926     31        45882.51
1926     32        44462.07
1926     33        43282.04
1926     34        42921.71
1926     35        43050.56
1926     36        41334.69
1926     37        41192.62
1926     38        41642.39
1926     39        40754.27
1926     40        39941.22
1926     41        38661.34
1926     42        37741.35
1926     43        35967.19
1926     44        35692.70
1926     45        34423.94
1926     46        35364.11
1926     47        34307.24
1926     48        33743.13
1926     49        32860.54
1926     50        31636.53
1926     51        30752.87
1926     52        29710.47
1926     53        28497.45
1926     54        28184.86
1926     55        27232.02
1927     12        54429.90
1927     13        55496.86
1927     14        56322.70
1927     15        56836.83
1927     16        56213.57
1927     17        57353.56
1927     18        57299.56
1927     19        56354.82
1927     20        55191.87
1927     21        54274.58
1927     22        53081.92
1927     23        52089.03
1927     24        51794.75
1927     25        51558.64
1927     26        50637.86
1927     27        49285.02
1927     28        47893.22
1927     29        47592.00
1927     30        46627.05
1927     31        46156.26
1927     32        45631.27
1927     33        44206.30
1927     34        43036.93
1927     35        42684.59
1927     36        42850.98
1927     37        41139.05
1927     38        40964.27
1927     39        41401.13
1927     40        40528.56
1927     41        39723.54
1927     42        38445.95
1927     43        37558.00
1927     44        35758.71
1927     45        35456.24
1927     46        34215.56
1927     47        35125.23
1927     48        34058.12
1927     49        33510.27
1927     50        32584.48
1927     51        31366.04
1927     52        30484.71
1927     53        29443.34
1927     54        28208.56
1927     55        27872.86
1928     12        52743.28
1928     13        54312.61
1928     14        55391.00
1928     15        56190.79
1928     16        56639.65
1928     17        55935.03
1928     18        56966.12
1928     19        56922.73
1928     20        55943.21
1928     21        54797.10
1928     22        53858.46
1928     23        52680.85
1928     24        51737.56
1928     25        51426.98
1928     26        51217.26
1928     27        50336.91
1928     28        48994.73
1928     29        47601.34
1928     30        47311.48
1928     31        46388.51
1928     32        45915.59
1928     33        45409.23
1928     34        43983.03
1928     35        42827.65
1928     36        42480.85
1928     37        42655.46
1928     38        40921.81
1928     39        40756.72
1928     40        41203.39
1928     41        40324.40
1928     42        39502.80
1928     43        38253.96
1928     44        37324.65
1928     45        35515.53
1928     46        35238.41
1928     47        33972.39
1928     48        34898.62
1928     49        33817.88
1928     50        33254.99
1928     51        32315.83
1928     52        31076.30
1928     53        30178.23
1928     54        29133.39
1928     55        27923.21
1929     12        52739.40
1929     13        52636.22
1929     14        54209.56
1929     15        55278.30
1929     16        56005.65
1929     17        56362.50
1929     18        55576.11
1929     19        56583.23
1929     20        56525.59
1929     21        55546.48
1929     22        54404.83
1929     23        53477.31
1929     24        52321.72
1929     25        51419.85
1929     26        51099.38
1929     27        50937.00
1929     28        50049.52
1929     29        48733.07
1929     30        47365.51
1929     31        47073.94
1929     32        46172.64
1929     33        45711.27
1929     34        45201.47
1929     35        43786.34
1929     36        42642.69
1929     37        42300.42
1929     38        42463.94
1929     39        40744.54
1929     40        40581.03
1929     41        41015.94
1929     42        40118.81
1929     43        39305.22
1929     44        38040.68
1929     45        37106.02
1929     46        35301.80
1929     47        35006.91
1929     48        33761.52
1929     49        34648.95
1929     50        33599.48
1929     51        32966.23
1929     52        32021.91
1929     53        30778.75
1929     54        29881.10
1929     55        28856.31
1930     12        51662.43
1930     13        52657.98
1930     14        52547.52
1930     15        54065.02
1930     16        55074.07
1930     17        55731.60
1930     18        56025.69
1930     19        55219.32
1930     20        56216.38
1930     21        56151.64
1930     22        55212.02
1930     23        54086.47
1930     24        53190.62
1930     25        52051.73
1930     26        51148.56
1930     27        50814.04
1930     28        50671.52
1930     29        49795.00
1930     30        48510.18
1930     31        47137.44
1930     32        46835.97
1930     33        45949.49
1930     34        45490.46
1930     35        44981.66
1930     36        43576.40
1930     37        42449.03
1930     38        42081.74
1930     39        42239.58
1930     40        40532.15
1930     41        40379.09
1930     42        40791.40
1930     43        39883.73
1930     44        39070.05
1930     45        37816.72
1930     46        36846.84
1930     47        35060.14
1930     48        34744.03
1930     49        33494.48
1930     50        34388.80
1930     51        33271.66
1930     52        32643.11
1930     53        31710.74
1930     54        30450.34
1930     55        29551.86
1931     12        49771.55
1931     13        51591.40
1931     14        52572.19
1931     15        52418.33
1931     16        53899.84
1931     17        54870.73
1931     18        55466.00
1931     19        55752.46
1931     20        54936.17
1931     21        55947.87
1931     22        55903.29
1931     23        55001.52
1931     24        53904.74
1931     25        52983.03
1931     26        51878.21
1931     27        50958.01
1931     28        50651.68
1931     29        50479.88
1931     30        49615.37
1931     31        48357.98
1931     32        46941.62
1931     33        46663.18
1931     34        45768.78
1931     35        45308.54
1931     36        44780.55
1931     37        43404.22
1931     38        42263.62
1931     39        41880.86
1931     40        42057.50
1931     41        40330.30
1931     42        40158.00
1931     43        40571.83
1931     44        39652.07
1931     45        38849.04
1931     46        37552.25
1931     47        36619.85
1931     48        34797.43
1931     49        34479.15
1931     50        33234.07
1931     51        34084.07
1931     52        32977.59
1931     53        32322.01
1931     54        31387.56
1931     55        30110.79
1932     12        57600.51
1932     13        49708.92
1932     14        51508.08
1932     15        52518.51
1932     16        52341.08
1932     17        53779.71
1932     18        54721.10
1932     19        55315.83
1932     20        55589.15
1932     21        54792.08
1932     22        55808.77
1932     23        55795.79
1932     24        54874.44
1932     25        53799.51
1932     26        52908.70
1932     27        51787.98
1932     28        50891.06
1932     29        50579.12
1932     30        50397.59
1932     31        49550.39
1932     32        48270.45
1932     33        46851.45
1932     34        46544.04
1932     35        45653.43
1932     36        45183.67
1932     37        44667.82
1932     38        43292.62
1932     39        42133.29
1932     40        41780.98
1932     41        41916.96
1932     42        40173.33
1932     43        39981.84
1932     44        40406.64
1932     45        39467.31
1932     46        38656.39
1932     47        37372.74
1932     48        36410.32
1932     49        34596.69
1932     50        34260.64
1932     51        33004.53
1932     52        33843.23
1932     53        32717.77
1932     54        32061.36
1932     55        31083.46
1933     12        57983.43
1933     13        57931.39
1933     14        49715.25
1933     15        51487.46
1933     16        52456.05
1933     17        52200.69
1933     18        53669.44
1933     19        54541.23
1933     20        55147.63
1933     21        55366.91
1933     22        54604.80
1933     23        55649.12
1933     24        55607.46
1933     25        54780.09
1933     26        53651.91
1933     27        52815.08
1933     28        51704.30
1933     29        50837.67
1933     30        50514.00
1933     31        50346.49
1933     32        49512.87
1933     33        48180.46
1933     34        46769.32
1933     35        46468.50
1933     36        45586.19
1933     37        45102.11
1933     38        44537.04
1933     39        43110.97
1933     40        42030.30
1933     41        41647.57
1933     42        41727.06
1933     43        39948.86
1933     44        39829.57
1933     45        40161.66
1933     46        39262.32
1933     47        38466.75
1933     48        37157.18
1933     49        36175.97
1933     50        34364.52
1933     51        34017.90
1933     52        32772.83
1933     53        33570.27
1933     54        32402.88
1933     55        31743.62
1934     12        54969.57
1934     13        58291.51
1934     14        57924.32
1934     15        49689.60
1934     16        51426.77
1934     17        52329.67
1934     18        52109.17
1934     19        53494.83
1934     20        54391.33
1934     21        54937.19
1934     22        55166.10
1934     23        54444.67
1934     24        55477.35
1934     25        55486.39
1934     26        54599.82
1934     27        53549.31
1934     28        52693.57
1934     29        51598.80
1934     30        50771.71
1934     31        50442.95
1934     32        50311.77
1934     33        49398.26
1934     34        48105.03
1934     35        46684.20
1934     36        46406.04
1934     37        45504.07
1934     38        44961.34
1934     39        44372.79
1934     40        42996.86
1934     41        41888.66
1934     42        41447.43
1934     43        41529.50
1934     44        39802.71
1934     45        39597.60
1934     46        39950.64
1934     47        39062.64
1934     48        38237.64
1934     49        36896.20
1934     50        35920.33
1934     51        34134.76
1934     52        33773.31
1934     53        32498.72
1934     54        33247.74
1934     55        32084.79
1935     12        50782.11
1935     13        54945.55
1935     14        58248.25
1935     15        57866.16
1935     16        49608.69
1935     17        51326.74
1935     18        52204.89
1935     19        52007.61
1935     20        53372.50
1935     21        54302.04
1935     22        54837.06
1935     23        55102.77
1935     24        54410.61
1935     25        55421.05
1935     26        55407.70
1935     27        54510.08
1935     28        53475.13
1935     29        52583.68
1935     30        51601.26
1935     31        50671.87
1935     32        50388.03
1935     33        50205.30
1935     34        49325.25
1935     35        48003.31
1935     36        46562.61
1935     37        46315.40
1935     38        45368.92
1935     39        44847.95
1935     40        44248.14
1935     41        42888.21
1935     42        41717.52
1935     43        41297.25
1935     44        41359.56
1935     45        39614.21
1935     46        39401.47
1935     47        39743.35
1935     48        38837.18
1935     49        37993.64
1935     50        36651.41
1935     51        35649.74
1935     52        33879.68
1935     53        33486.17
1935     54        32261.95
1935     55        32941.40
1936     12        49991.63
1936     13        50753.04
1936     14        54922.21
1936     15        58163.93
1936     16        57746.20
1936     17        49500.70
1936     18        51184.79
1936     19        52090.10
1936     20        51875.68
1936     21        53277.23
1936     22        54210.96
1936     23        54748.34
1936     24        55059.85
1936     25        54362.78
1936     26        55333.77
1936     27        55290.48
1936     28        54413.24
1936     29        53355.72
1936     30        52529.40
1936     31        51474.88
1936     32        50575.79
1936     33        50273.91
1936     34        50098.86
1936     35        49202.95
1936     36        47866.53
1936     37        46455.02
1936     38        46173.17
1936     39        45213.79
1936     40        44672.78
1936     41        44121.42
1936     42        42706.20
1936     43        41523.39
1936     44        41101.89
1936     45        41150.55
1936     46        39392.81
1936     47        39180.88
1936     48        39505.76
1936     49        38570.47
1936     50        37733.09
1936     51        36340.21
1936     52        35361.26
1936     53        33582.14
1936     54        33228.97
1936     55        31934.42
1937     12        48423.30
1937     13        49934.48
1937     14        50695.58
1937     15        54833.80
1937     16        58059.71
1937     17        57649.71
1937     18        49410.27
1937     19        51070.48
1937     20        51972.79
1937     21        51768.79
1937     22        53184.45
1937     23        54078.77
1937     24        54613.69
1937     25        54969.61
1937     26        54224.27
1937     27        55199.31
1937     28        55136.54
1937     29        54275.83
1937     30        53230.83
1937     31        52415.56
1937     32        51347.22
1937     33        50449.66
1937     34        50121.50
1937     35        49964.89
1937     36        49068.39
1937     37        47719.42
1937     38        46315.15
1937     39        46009.87
1937     40        45034.91
1937     41        44522.35
1937     42        43939.24
1937     43        42503.31
1937     44        41342.06
1937     45        40925.13
1937     46        40938.38
1937     47        39180.83
1937     48        38957.85
1937     49        39224.43
1937     50        38287.69
1937     51        37440.69
1937     52        36060.26
1937     53        35072.31
1937     54        33287.46
1937     55        32899.49
1938     12        46918.23
1938     13        48380.27
1938     14        49879.53
1938     15        50626.92
1938     16        54760.31
1938     17        57979.29
1938     18        57574.89
1938     19        49326.68
1938     20        51011.04
1938     21        51895.78
1938     22        51700.53
1938     23        53100.00
1938     24        53974.39
1938     25        54532.30
1938     26        54864.21
1938     27        54101.21
1938     28        55092.66
1938     29        55020.05
1938     30        54187.56
1938     31        53143.73
1938     32        52307.10
1938     33        51246.02
1938     34        50329.69
1938     35        50016.14
1938     36        49834.91
1938     37        48925.66
1938     38        47585.68
1938     39        46176.53
1938     40        45862.11
1938     41        44895.43
1938     42        44359.67
1938     43        43759.22
1938     44        42319.72
1938     45        41178.06
1938     46        40729.28
1938     47        40732.75
1938     48        38949.72
1938     49        38700.07
1938     50        38956.59
1938     51        38006.97
1938     52        37175.11
1938     53        35763.29
1938     54        34762.94
1938     55        32982.00
1939     12        45482.43
1939     13        46894.83
1939     14        48357.93
1939     15        49841.64
1939     16        50584.58
1939     17        54697.43
1939     18        57911.72
1939     19        57517.37
1939     20        49292.67
1939     21        50984.09
1939     22        51851.03
1939     23        51633.75
1939     24        53047.33
1939     25        53912.62
1939     26        54477.48
1939     27        54779.40
1939     28        54044.11
1939     29        54990.02
1939     30        54955.53
1939     31        54125.10
1939     32        53056.74
1939     33        52225.64
1939     34        51160.22
1939     35        50244.11
1939     36        49920.34
1939     37        49725.95
1939     38        48837.35
1939     39        47463.81
1939     40        46051.37
1939     41        45746.50
1939     42        44757.91
1939     43        44205.37
1939     44        43583.24
1939     45        42154.16
1939     46        41002.30
1939     47        40541.46
1939     48        40522.06
1939     49        38721.31
1939     50        38479.09
1939     51        38712.54
1939     52        37727.77
1939     53        36891.03
1939     54        35471.36
1939     55        34445.02
1940     12        43916.99
1940     13        45476.24
1940     14        46858.56
1940     15        48357.65
1940     16        49816.55
1940     17        50539.87
1940     18        54626.88
1940     19        57854.81
1940     20        57402.97
1940     21        49303.22
1940     22        50995.71
1940     23        51832.85
1940     24        51606.12
1940     25        53013.87
1940     26        53890.88
1940     27        54447.65
1940     28        54741.34
1940     29        53946.55
1940     30        54947.99
1940     31        54888.34
1940     32        54061.47
1940     33        52944.74
1940     34        52157.22
1940     35        51014.35
1940     36        50160.39
1940     37        49769.46
1940     38        49606.93
1940     39        48700.24
1940     40        47347.89
1940     41        45969.16
1940     42        45633.97
1940     43        44663.20
1940     44        43989.11
1940     45        43411.04
1940     46        41972.48
1940     47        40826.39
1940     48        40334.21
1940     49        40274.24
1940     50        38516.31
1940     51        38282.47
1940     52        38377.61
1940     53        37461.19
1940     54        36601.22
1940     55        35175.50
1941     12        43384.21
1941     13        43909.15
1941     14        45430.11
1941     15        46855.82
1941     16        48328.17
1941     17        49779.31
1941     18        50469.87
1941     19        54573.88
1941     20        57761.55
1941     21        57398.19
1941     22        49305.80
1941     23        50997.02
1941     24        51798.82
1941     25        51546.32
1941     26        52967.92
1941     27        53838.55
1941     28        54384.29
1941     29        54646.55
1941     30        53879.00
1941     31        54857.87
1941     32        54809.20
1941     33        53944.98
1941     34        52861.88
1941     35        52018.27
1941     36        50922.00
1941     37        50023.27
1941     38        49615.22
1941     39        49482.04
1941     40        48588.80
1941     41        47263.93
1941     42        45858.10
1941     43        45552.49
1941     44        44461.10
1941     45        43820.34
1941     46        43232.59
1941     47        41798.94
1941     48        40614.54
1941     49        40097.84
1941     50        40068.49
1941     51        38318.33
1941     52        37982.91
1941     53        38109.84
1941     54        37160.16
1941     55        36312.89
1942     12        42379.10
1942     13        43367.80
1942     14        43893.90
1942     15        45404.54
1942     16        46820.26
1942     17        48285.87
1942     18        49725.63
1942     19        50438.87
1942     20        54539.71
1942     21        57716.18
1942     22        57344.20
1942     23        49255.62
1942     24        50946.93
1942     25        51709.41
1942     26        51466.56
1942     27        52887.56
1942     28        53738.58
1942     29        54290.36
1942     30        54534.55
1942     31        53760.14
1942     32        54746.59
1942     33        54711.27
1942     34        53825.91
1942     35        52771.52
1942     36        51905.63
1942     37        50831.94
1942     38        49894.05
1942     39        49498.12
1942     40        49370.91
1942     41        48460.02
1942     42        47119.37
1942     43        45730.12
1942     44        45406.59
1942     45        44296.50
1942     46        43651.37
1942     47        43045.76
1942     48        41593.27
1942     49        40415.35
1942     50        39893.37
1942     51        39821.29
1942     52        38069.73
1942     53        37701.54
1942     54        37814.14
1942     55        36867.73
1943     12        42734.73
1943     13        42371.71
1943     14        43365.50
1943     15        43878.14
1943     16        45385.43
1943     17        46795.46
1943     18        48264.73
1943     19        49698.92
1943     20        50426.50
1943     21        54543.63
1943     22        57699.54
1943     23        57309.52
1943     24        49228.04
1943     25        50906.83
1943     26        51670.03
1943     27        51423.73
1943     28        52821.85
1943     29        53679.01
1943     30        54199.37
1943     31        54438.81
1943     32        53661.28
1943     33        54663.33
1943     34        54632.22
1943     35        53737.45
1943     36        52677.20
1943     37        51806.23
1943     38        50728.85
1943     39        49785.09
1943     40        49379.68
1943     41        49247.56
1943     42        48308.67
1943     43        47003.34
1943     44        45582.90
1943     45        45251.42
1943     46        44129.52
1943     47        43467.23
1943     48        42853.43
1943     49        41411.31
1943     50        40224.13
1943     51        39668.53
1943     52        39575.68
1943     53        37807.27
1943     54        37430.04
1943     55        37533.94
1944     12        41316.90
1944     13        42748.22
1944     14        42390.82
1944     15        43378.22
1944     16        43890.39
1944     17        45412.19
1944     18        46809.99
1944     19        48278.30
1944     20        49757.00
1944     21        50499.68
1944     22        54585.80
1944     23        57752.80
1944     24        57336.64
1944     25        49260.35
1944     26        50918.60
1944     27        51662.13
1944     28        51424.76
1944     29        52815.14
1944     30        53653.37
1944     31        54187.28
1944     32        54393.52
1944     33        53621.65
1944     34        54633.30
1944     35        54591.67
1944     36        53690.43
1944     37        52617.84
1944     38        51735.28
1944     39        50654.54
1944     40        49690.63
1944     41        49288.72
1944     42        49135.25
1944     43        48204.42
1944     44        46880.18
1944     45        45465.77
1944     46        45100.66
1944     47        43976.06
1944     48        43309.81
1944     49        42685.38
1944     50        41245.39
1944     51        40034.84
1944     52        39468.83
1944     53        39332.56
1944     54        37564.57
1944     55        37167.51
1945     12        40011.21
1945     13        41347.84
1945     14        42796.07
1945     15        42420.29
1945     16        43438.53
1945     17        43925.85
1945     18        45460.57
1945     19        46872.95
1945     20        48331.14
1945     21        49862.59
1945     22        50623.83
1945     23        54716.93
1945     24        57831.56
1945     25        57441.60
1945     26        49302.73
1945     27        50943.90
1945     28        51678.96
1945     29        51434.16
1945     30        52867.70
1945     31        53706.70
1945     32        54173.78
1945     33        54436.81
1945     34        53599.83
1945     35        54618.83
1945     36        54601.34
1945     37        53685.28
1945     38        52596.70
1945     39        51697.99
1945     40        50618.43
1945     41        49655.55
1945     42        49243.48
1945     43        49085.22
1945     44        48157.23
1945     45        46815.36
1945     46        45338.61
1945     47        44940.14
1945     48        43780.22
1945     49        43180.63
1945     50        42533.31
1945     51        41037.20
1945     52        39846.39
1945     53        39217.86
1945     54        39112.36
1945     55        37312.24
1946     12        39144.47
1946     13        40058.82
1946     14        41428.02
1946     15        42866.50
1946     16        42546.15
1946     17        43515.60
1946     18        44067.95
1946     19        45647.72
1946     20        47064.52
1946     21        48674.74
1946     22        50190.00
1946     23        50921.91
1946     24        54957.04
1946     25        58082.93
1946     26        57626.29
1946     27        49441.88
1946     28        51090.78
1946     29        51775.50
1946     30        51560.62
1946     31        52991.97
1946     32        53778.09
1946     33        54325.79
1946     34        54508.91
1946     35        53674.00
1946     36        54744.47
1946     37        54675.47
1946     38        53752.64
1946     39        52625.58
1946     40        51751.88
1946     41        50642.43
1946     42        49661.22
1946     43        49244.35
1946     44        49059.94
1946     45        48102.23
1946     46        46721.28
1946     47        45231.98
1946     48        44806.29
1946     49        43725.49
1946     50        43029.72
1946     51        42333.41
1946     52        40886.49
1946     53        39635.72
1946     54        39032.31
1946     55        38862.38
1947     12        39580.86
1947     13        39304.53
1947     14        40194.59
1947     15        41499.42
1947     16        42967.83
1947     17        42634.10
1947     18        43732.00
1947     19        44382.12
1947     20        46037.03
1947     21        47591.86
1947     22        49078.86
1947     23        50631.74
1947     24        51346.09
1947     25        55394.82
1947     26        58380.07
1947     27        57963.48
1947     28        49701.61
1947     29        51278.69
1947     30        51912.35
1947     31        51697.59
1947     32        53165.71
1947     33        53965.79
1947     34        54448.81
1947     35        54644.57
1947     36        53786.13
1947     37        54808.69
1947     38        54753.79
1947     39        53807.17
1947     40        52685.77
1947     41        51745.62
1947     42        50617.03
1947     43        49625.49
1947     44        49206.54
1947     45        49012.12
1947     46        48023.52
1947     47        46665.38
1947     48        45123.38
1947     49        44701.23
1947     50        43528.08
1947     51        42853.29
1947     52        42161.65
1947     53        40638.91
1947     54        39446.93
1947     55        38746.07
1948     12        41014.90
1948     13        39798.18
1948     14        39486.09
1948     15        40306.56
1948     16        41604.70
1948     17        43110.67
1948     18        42917.07
1948     19        44117.98
1948     20        44798.69
1948     21        46519.05
1948     22        48016.78
1948     23        49514.12
1948     24        51050.45
1948     25        51771.78
1948     26        55689.19
1948     27        58724.14
1948     28        58226.68
1948     29        49892.67
1948     30        51387.81
1948     31        52038.72
1948     32        51845.63
1948     33        53310.97
1948     34        54081.95
1948     35        54556.20
1948     36        54699.96
1948     37        53793.14
1948     38        54856.77
1948     39        54787.57
1948     40        53819.18
1948     41        52686.64
1948     42        51710.91
1948     43        50571.19
1948     44        49609.96
1948     45        49171.44
1948     46        48938.12
1948     47        47939.76
1948     48        46503.65
1948     49        44965.44
1948     50        44503.78
1948     51        43342.01
1948     52        42645.82
1948     53        41898.83
1948     54        40409.36
1948     55        39146.36
1949     12        42194.89
1949     13        41112.22
1949     14        39901.34
1949     15        39594.92
1949     16        40420.11
1949     17        41819.12
1949     18        43436.16
1949     19        43344.01
1949     20        44525.68
1949     21        45244.79
1949     22        46931.48
1949     23        48358.94
1949     24        49809.99
1949     25        51328.28
1949     26        52009.26
1949     27        55903.17
1949     28        58829.34
1949     29        58369.75
1949     30        49953.23
1949     31        51468.91
1949     32        52105.94
1949     33        51898.43
1949     34        53369.51
1949     35        54124.23
1949     36        54567.86
1949     37        54696.82
1949     38        53806.18
1949     39        54823.93
1949     40        54754.50
1949     41        53808.41
1949     42        52645.17
1949     43        51648.23
1949     44        50512.40
1949     45        49518.95
1949     46        49061.67
1949     47        48821.37
1949     48        47786.74
1949     49        46350.88
1949     50        44799.99
1949     51        44297.69
1949     52        43125.70
1949     53        42416.39
1949     54        41645.33
1949     55        40143.62
1950     12        43500.09
1950     13        42215.37
1950     14        41128.67
1950     15        39947.02
1950     16        39703.55
1950     17        40665.94
1950     18        42182.92
1950     19        43922.56
1950     20        43801.93
1950     21        45013.46
1950     22        45649.97
1950     23        47288.23
1950     24        48655.51
1950     25        50061.74
1950     26        51560.42
1950     27        52231.93
1950     28        55990.54
1950     29        59002.17
1950     30        58457.67
1950     31        50017.29
1950     32        51499.26
1950     33        52136.16
1950     34        51896.34
1950     35        53392.75
1950     36        54124.32
1950     37        54582.24
1950     38        54678.30
1950     39        53762.37
1950     40        54774.72
1950     41        54715.44
1950     42        53740.43
1950     43        52579.25
1950     44        51555.29
1950     45        50412.84
1950     46        49393.46
1950     47        48929.78
1950     48        48665.85
1950     49        47613.49
1950     50        46176.48
1950     51        44596.95
1950     52        44070.93
1950     53        42889.75
1950     54        42189.08
1950     55        41375.73
1951     12        45604.61
1951     13        43498.71
1951     14        42217.13
1951     15        41188.51
1951     16        40079.03
1951     17        39992.52
1951     18        41113.21
1951     19        42794.19
1951     20        44553.97
1951     21        44377.71
1951     22        45560.61
1951     23        46127.03
1951     24        47648.36
1951     25        48973.57
1951     26        50381.21
1951     27        51852.20
1951     28        52414.34
1951     29        56194.22
1951     30        59104.41
1951     31        58534.92
1951     32        50045.20
1951     33        51527.05
1951     34        52141.42
1951     35        51928.73
1951     36        53399.09
1951     37        54147.56
1951     38        54558.13
1951     39        54659.55
1951     40        53706.22
1951     41        54726.22
1951     42        54643.78
1951     43        53667.27
1951     44        52483.50
1951     45        51457.09
1951     46        50303.93
1951     47        49248.52
1951     48        48773.26
1951     49        48489.68
1951     50        47449.65
1951     51        45969.13
1951     52        44387.15
1951     53        43823.64
1951     54        42664.96
1951     55        41923.72
1952     12        46410.82
1952     13        45599.90
1952     14        43499.36
1952     15        42268.58
1952     16        41281.15
1952     17        40302.28
1952     18        40378.43
1952     19        41650.69
1952     20        43370.83
1952     21        45116.28
1952     22        44866.73
1952     23        45956.37
1952     24        46431.04
1952     25        47883.54
1952     26        49216.91
1952     27        50579.30
1952     28        52019.98
1952     29        52539.42
1952     30        56248.96
1952     31        59154.06
1952     32        58552.03
1952     33        50026.33
1952     34        51505.42
1952     35        52122.90
1952     36        51894.31
1952     37        53375.54
1952     38        54107.52
1952     39        54515.58
1952     40        54584.98
1952     41        53626.02
1952     42        54647.82
1952     43        54522.27
1952     44        53573.63
1952     45        52353.25
1952     46        51331.54
1952     47        50152.80
1952     48        49084.78
1952     49        48594.36
1952     50        48313.48
1952     51        47216.51
1952     52        45738.83
1952     53        44140.77
1952     54        43556.99
1952     55        42384.15
1953     12        45512.22
1953     13        46401.66
1953     14        45597.21
1953     15        43523.15
1953     16        42327.66
1953     17        41414.39
1953     18        40620.86
1953     19        40776.52
1953     20        42034.67
1953     21        43740.07
1953     22        45370.04
1953     23        45051.14
1953     24        46113.93
1953     25        46502.12
1953     26        47921.67
1953     27        49270.60
1953     28        50631.06
1953     29        52060.40
1953     30        52512.41
1953     31        56222.63
1953     32        59112.36
1953     33        58464.65
1953     34        49966.04
1953     35        51430.83
1953     36        52065.80
1953     37        51815.75
1953     38        53318.06
1953     39        54019.16
1953     40        54427.27
1953     41        54485.51
1953     42        53532.56
1953     43        54509.70
1953     44        54423.23
1953     45        53424.39
1953     46        52215.98
1953     47        51176.93
1953     48        49992.05
1953     49        48905.42
1953     50        48406.94
1953     51        48064.76
1953     52        46971.92
1953     53        45492.30
1953     54        43884.29
1953     55        43247.87
1954     12        51441.54
1954     13        45491.33
1954     14        46384.46
1954     15        45633.59
1954     16        43598.92
1954     17        42499.86
1954     18        41749.46
1954     19        41075.71
